"Date","Scheduled_Start","Batch","Scheduled_End","Actual_Start","Actual_End","Machine ID","operator_id","Product","Job_ID","Machine_ID","Operation_Type","Material_Used","Processing_Time","Energy_Consumption","Machine_Availability","Job_Status","Optimization_Category"
"18/03/2023","0.486111111111111","422134","0.554166666666667","0.482638888888889","0.550694444444444","M01","1","DC-600","J023","M01","Drilling","4.86","98","13.49","89","Completed","Low Efficiency"
"18/03/2023","0.506944444444444","422134","0.521527777777778","0.506944444444444","0.521527777777778","M01","1","DC-600","J026","M01","Additive","1.14","21","3.89","97","Completed","High Efficiency"
"18/03/2023","0.5625","422134","0.638888888888889","0.579166666666667","0.655555555555556","M01","1","DC-600","J034","M01","Grinding","1.47","110","12.52","86","Delayed","Low Efficiency"
"18/03/2023","0.583333333333333","422134","0.638194444444444","0.584722222222222","0.639583333333333","M01","1","DC-600","J037","M01","Milling","4.6","79","13.17","88","Completed","Moderate Efficiency"
"18/03/2023","0.590277777777778","422134","0.620138888888889","0.590277777777778","0.620138888888889","M01","1","DC-600","J038","M01","Grinding","4.77","43","4.98","94","Completed","High Efficiency"
"18/03/2023","0.333333333333333","422135","0.386111111111111","0.336805555555556","0.389583333333333","M01","1","DC-600","J001","M01","Grinding","3.17","76","11.42","96","Completed","Moderate Efficiency"
"18/03/2023","0.340277777777778","422135","0.395138888888889","0.347222222222222","0.402083333333333","M01","1","DC-600","J002","M01","Grinding","3.35","79","6.61","84","Delayed","Low Efficiency"
"18/03/2023","0.361111111111111","422135","0.393055555555556","0.3625","0.394444444444444","M01","1","DC-600","J005","M01","Lathe","1.9","46","8.13","88","Completed","High Efficiency"
"18/03/2023","0.395833333333333","422135","0.414583333333333","0.4125","0.43125","M01","1","DC-600","J010","M01","Drilling","2.1","27","3.66","97","Delayed","Low Efficiency"
"18/03/2023","0.402777777777778","422135","0.447916666666667","0.401388888888889","0.446527777777778","M01","1","DC-600","J011","M01","Lathe","3.02","65","9.98","90","Completed","Low Efficiency"
"18/03/2023","0.4375","422135","0.482638888888889","0.436111111111111","0.48125","M01","1","DC-600","J016","M01","Additive","2.09","65","12.29","96","Completed","Low Efficiency"
"18/03/2023","0.486111111111111","422135","0.554166666666667","0.482638888888889","0.550694444444444","M01","1","DC-600","J023","M01","Drilling","4.86","98","13.49","89","Completed","Low Efficiency"
"18/03/2023","0.506944444444444","422135","0.521527777777778","0.506944444444444","0.521527777777778","M01","1","DC-600","J026","M01","Additive","1.14","21","3.89","97","Completed","High Efficiency"
"18/03/2023","0.5625","422135","0.638888888888889","0.579166666666667","0.655555555555556","M01","1","DC-600","J034","M01","Grinding","1.47","110","12.52","86","Delayed","Low Efficiency"
"18/03/2023","0.583333333333333","422135","0.638194444444444","0.584722222222222","0.639583333333333","M01","1","DC-600","J037","M01","Milling","4.6","79","13.17","88","Completed","Moderate Efficiency"
"18/03/2023","0.590277777777778","422135","0.620138888888889","0.590277777777778","0.620138888888889","M01","1","DC-600","J038","M01","Grinding","4.77","43","4.98","94","Completed","High Efficiency"
"18/03/2023","0.333333333333333","422136","0.386111111111111","0.336805555555556","0.389583333333333","M01","1","DC-600","J001","M01","Grinding","3.17","76","11.42","96","Completed","Moderate Efficiency"
"18/03/2023","0.340277777777778","422136","0.395138888888889","0.347222222222222","0.402083333333333","M01","1","DC-600","J002","M01","Grinding","3.35","79","6.61","84","Delayed","Low Efficiency"
"18/03/2023","0.361111111111111","422136","0.393055555555556","0.3625","0.394444444444444","M01","1","DC-600","J005","M01","Lathe","1.9","46","8.13","88","Completed","High Efficiency"
"18/03/2023","0.395833333333333","422136","0.414583333333333","0.4125","0.43125","M01","1","DC-600","J010","M01","Drilling","2.1","27","3.66","97","Delayed","Low Efficiency"
"18/03/2023","0.402777777777778","422136","0.447916666666667","0.401388888888889","0.446527777777778","M01","1","DC-600","J011","M01","Lathe","3.02","65","9.98","90","Completed","Low Efficiency"
"18/03/2023","0.4375","422136","0.482638888888889","0.436111111111111","0.48125","M01","1","DC-600","J016","M01","Additive","2.09","65","12.29","96","Completed","Low Efficiency"
"18/03/2023","0.486111111111111","422136","0.554166666666667","0.482638888888889","0.550694444444444","M01","1","DC-600","J023","M01","Drilling","4.86","98","13.49","89","Completed","Low Efficiency"
"18/03/2023","0.506944444444444","422136","0.521527777777778","0.506944444444444","0.521527777777778","M01","1","DC-600","J026","M01","Additive","1.14","21","3.89","97","Completed","High Efficiency"
"18/03/2023","0.5625","422136","0.638888888888889","0.579166666666667","0.655555555555556","M01","1","DC-600","J034","M01","Grinding","1.47","110","12.52","86","Delayed","Low Efficiency"
"18/03/2023","0.583333333333333","422136","0.638194444444444","0.584722222222222","0.639583333333333","M01","1","DC-600","J037","M01","Milling","4.6","79","13.17","88","Completed","Moderate Efficiency"
"18/03/2023","0.590277777777778","422136","0.620138888888889","0.590277777777778","0.620138888888889","M01","1","DC-600","J038","M01","Grinding","4.77","43","4.98","94","Completed","High Efficiency"
"18/03/2023","0.333333333333333","422148","0.386111111111111","0.336805555555556","0.389583333333333","M01","1","CO-2L","J001","M01","Grinding","3.17","76","11.42","96","Completed","Moderate Efficiency"
"18/03/2023","0.340277777777778","422148","0.395138888888889","0.347222222222222","0.402083333333333","M01","1","CO-2L","J002","M01","Grinding","3.35","79","6.61","84","Delayed","Low Efficiency"
"18/03/2023","0.361111111111111","422148","0.393055555555556","0.3625","0.394444444444444","M01","1","CO-2L","J005","M01","Lathe","1.9","46","8.13","88","Completed","High Efficiency"
"18/03/2023","0.395833333333333","422148","0.414583333333333","0.4125","0.43125","M01","1","CO-2L","J010","M01","Drilling","2.1","27","3.66","97","Delayed","Low Efficiency"
"18/03/2023","0.402777777777778","422148","0.447916666666667","0.401388888888889","0.446527777777778","M01","1","CO-2L","J011","M01","Lathe","3.02","65","9.98","90","Completed","Low Efficiency"
"18/03/2023","0.4375","422148","0.482638888888889","0.436111111111111","0.48125","M01","1","CO-2L","J016","M01","Additive","2.09","65","12.29","96","Completed","Low Efficiency"
"18/03/2023","0.486111111111111","422148","0.554166666666667","0.482638888888889","0.550694444444444","M01","1","CO-2L","J023","M01","Drilling","4.86","98","13.49","89","Completed","Low Efficiency"
"18/03/2023","0.506944444444444","422148","0.521527777777778","0.506944444444444","0.521527777777778","M01","1","CO-2L","J026","M01","Additive","1.14","21","3.89","97","Completed","High Efficiency"
"18/03/2023","0.5625","422148","0.638888888888889","0.579166666666667","0.655555555555556","M01","1","CO-2L","J034","M01","Grinding","1.47","110","12.52","86","Delayed","Low Efficiency"
"18/03/2023","0.583333333333333","422148","0.638194444444444","0.584722222222222","0.639583333333333","M01","1","CO-2L","J037","M01","Milling","4.6","79","13.17","88","Completed","Moderate Efficiency"
"18/03/2023","0.590277777777778","422148","0.620138888888889","0.590277777777778","0.620138888888889","M01","1","CO-2L","J038","M01","Grinding","4.77","43","4.98","94","Completed","High Efficiency"
"18/03/2023","0.347222222222222","422121","0.386111111111111","0.347222222222222","0.386111111111111","M04","4","CO-600","J003","M04","Additive","2.29","56","11.11","92","Failed","Low Efficiency"
"18/03/2023","0.354166666666667","422121","0.427777777777778","0.357638888888889","0.43125","M04","4","CO-600","J004","M04","Grinding","1.76","106","12.5","95","Completed","Moderate Efficiency"
"18/03/2023","0.375","422121","0.390277777777778","0.377777777777778","0.393055555555556","M04","4","CO-600","J007","M04","Milling","4.67","22","14.2","87","Completed","Moderate Efficiency"
"18/03/2023","0.423611111111111","422121","0.501388888888889","0.423611111111111","0.501388888888889","M04","4","CO-600","J014","M04","Additive","2.33","112","2.01","95","Completed","Optimal Efficiency"
"18/03/2023","0.5","422121","0.582638888888889","0.5","0.582638888888889","M04","4","CO-600","J025","M04","Lathe","1.84","119","5.1","82","Failed","Low Efficiency"
"18/03/2023","0.555555555555556","422121","0.627083333333333","0.564583333333333","0.636111111111111","M04","4","CO-600","J033","M04","Lathe","3.7","103","8.02","80","Delayed","Low Efficiency"
"18/03/2023","0.576388888888889","422121","0.645138888888889","0.574305555555556","0.643055555555556","M04","4","CO-600","J036","M04","Additive","1.76","99","4.72","96","Completed","Low Efficiency"
"18/03/2023","0.347222222222222","422122","0.386111111111111","0.347222222222222","0.386111111111111","M04","4","CO-600","J003","M04","Additive","2.29","56","11.11","92","Failed","Low Efficiency"
"18/03/2023","0.354166666666667","422122","0.427777777777778","0.357638888888889","0.43125","M04","4","CO-600","J004","M04","Grinding","1.76","106","12.5","95","Completed","Moderate Efficiency"
"18/03/2023","0.375","422122","0.390277777777778","0.377777777777778","0.393055555555556","M04","4","CO-600","J007","M04","Milling","4.67","22","14.2","87","Completed","Moderate Efficiency"
"18/03/2023","0.423611111111111","422122","0.501388888888889","0.423611111111111","0.501388888888889","M04","4","CO-600","J014","M04","Additive","2.33","112","2.01","95","Completed","Optimal Efficiency"
"18/03/2023","0.5","422122","0.582638888888889","0.5","0.582638888888889","M04","4","CO-600","J025","M04","Lathe","1.84","119","5.1","82","Failed","Low Efficiency"
"18/03/2023","0.555555555555556","422122","0.627083333333333","0.564583333333333","0.636111111111111","M04","4","CO-600","J033","M04","Lathe","3.7","103","8.02","80","Delayed","Low Efficiency"
"18/03/2023","0.576388888888889","422122","0.645138888888889","0.574305555555556","0.643055555555556","M04","4","CO-600","J036","M04","Additive","1.76","99","4.72","96","Completed","Low Efficiency"
"18/03/2023","0.347222222222222","422123","0.386111111111111","0.347222222222222","0.386111111111111","M04","4","CO-600","J003","M04","Additive","2.29","56","11.11","92","Failed","Low Efficiency"
"18/03/2023","0.354166666666667","422123","0.427777777777778","0.357638888888889","0.43125","M04","4","CO-600","J004","M04","Grinding","1.76","106","12.5","95","Completed","Moderate Efficiency"
"18/03/2023","0.375","422123","0.390277777777778","0.377777777777778","0.393055555555556","M04","4","CO-600","J007","M04","Milling","4.67","22","14.2","87","Completed","Moderate Efficiency"
"18/03/2023","0.423611111111111","422123","0.501388888888889","0.423611111111111","0.501388888888889","M04","4","CO-600","J014","M04","Additive","2.33","112","2.01","95","Completed","Optimal Efficiency"
"18/03/2023","0.5","422123","0.582638888888889","0.5","0.582638888888889","M04","4","CO-600","J025","M04","Lathe","1.84","119","5.1","82","Failed","Low Efficiency"
"18/03/2023","0.555555555555556","422123","0.627083333333333","0.564583333333333","0.636111111111111","M04","4","CO-600","J033","M04","Lathe","3.7","103","8.02","80","Delayed","Low Efficiency"
"18/03/2023","0.576388888888889","422123","0.645138888888889","0.574305555555556","0.643055555555556","M04","4","CO-600","J036","M04","Additive","1.76","99","4.72","96","Completed","Low Efficiency"
"18/03/2023","0.347222222222222","422124","0.386111111111111","0.347222222222222","0.386111111111111","M04","4","CO-600","J003","M04","Additive","2.29","56","11.11","92","Failed","Low Efficiency"
"18/03/2023","0.354166666666667","422124","0.427777777777778","0.357638888888889","0.43125","M04","4","CO-600","J004","M04","Grinding","1.76","106","12.5","95","Completed","Moderate Efficiency"
"18/03/2023","0.375","422124","0.390277777777778","0.377777777777778","0.393055555555556","M04","4","CO-600","J007","M04","Milling","4.67","22","14.2","87","Completed","Moderate Efficiency"
"18/03/2023","0.423611111111111","422124","0.501388888888889","0.423611111111111","0.501388888888889","M04","4","CO-600","J014","M04","Additive","2.33","112","2.01","95","Completed","Optimal Efficiency"
"18/03/2023","0.5","422124","0.582638888888889","0.5","0.582638888888889","M04","4","CO-600","J025","M04","Lathe","1.84","119","5.1","82","Failed","Low Efficiency"
"18/03/2023","0.555555555555556","422124","0.627083333333333","0.564583333333333","0.636111111111111","M04","4","CO-600","J033","M04","Lathe","3.7","103","8.02","80","Delayed","Low Efficiency"
"18/03/2023","0.576388888888889","422124","0.645138888888889","0.574305555555556","0.643055555555556","M04","4","CO-600","J036","M04","Additive","1.76","99","4.72","96","Completed","Low Efficiency"
"18/03/2023","0.347222222222222","422141","0.386111111111111","0.347222222222222","0.386111111111111","M04","4","RB-600","J003","M04","Additive","2.29","56","11.11","92","Failed","Low Efficiency"
"18/03/2023","0.354166666666667","422141","0.427777777777778","0.357638888888889","0.43125","M04","4","RB-600","J004","M04","Grinding","1.76","106","12.5","95","Completed","Moderate Efficiency"
"18/03/2023","0.375","422141","0.390277777777778","0.377777777777778","0.393055555555556","M04","4","RB-600","J007","M04","Milling","4.67","22","14.2","87","Completed","Moderate Efficiency"
"18/03/2023","0.423611111111111","422141","0.501388888888889","0.423611111111111","0.501388888888889","M04","4","RB-600","J014","M04","Additive","2.33","112","2.01","95","Completed","Optimal Efficiency"
"18/03/2023","0.5","422141","0.582638888888889","0.5","0.582638888888889","M04","4","RB-600","J025","M04","Lathe","1.84","119","5.1","82","Failed","Low Efficiency"
"18/03/2023","0.555555555555556","422141","0.627083333333333","0.564583333333333","0.636111111111111","M04","4","RB-600","J033","M04","Lathe","3.7","103","8.02","80","Delayed","Low Efficiency"
"18/03/2023","0.576388888888889","422141","0.645138888888889","0.574305555555556","0.643055555555556","M04","4","RB-600","J036","M04","Additive","1.76","99","4.72","96","Completed","Low Efficiency"
"18/03/2023","0.347222222222222","422142","0.386111111111111","0.347222222222222","0.386111111111111","M04","4","RB-600","J003","M04","Additive","2.29","56","11.11","92","Failed","Low Efficiency"
"18/03/2023","0.354166666666667","422142","0.427777777777778","0.357638888888889","0.43125","M04","4","RB-600","J004","M04","Grinding","1.76","106","12.5","95","Completed","Moderate Efficiency"
"18/03/2023","0.375","422142","0.390277777777778","0.377777777777778","0.393055555555556","M04","4","RB-600","J007","M04","Milling","4.67","22","14.2","87","Completed","Moderate Efficiency"
"18/03/2023","0.423611111111111","422142","0.501388888888889","0.423611111111111","0.501388888888889","M04","4","RB-600","J014","M04","Additive","2.33","112","2.01","95","Completed","Optimal Efficiency"
"18/03/2023","0.5","422142","0.582638888888889","0.5","0.582638888888889","M04","4","RB-600","J025","M04","Lathe","1.84","119","5.1","82","Failed","Low Efficiency"
"18/03/2023","0.555555555555556","422142","0.627083333333333","0.564583333333333","0.636111111111111","M04","4","RB-600","J033","M04","Lathe","3.7","103","8.02","80","Delayed","Low Efficiency"
"18/03/2023","0.576388888888889","422142","0.645138888888889","0.574305555555556","0.643055555555556","M04","4","RB-600","J036","M04","Additive","1.76","99","4.72","96","Completed","Low Efficiency"
"18/03/2023","0.347222222222222","422143","0.386111111111111","0.347222222222222","0.386111111111111","M04","4","RB-600","J003","M04","Additive","2.29","56","11.11","92","Failed","Low Efficiency"
"18/03/2023","0.354166666666667","422143","0.427777777777778","0.357638888888889","0.43125","M04","4","RB-600","J004","M04","Grinding","1.76","106","12.5","95","Completed","Moderate Efficiency"
"18/03/2023","0.375","422143","0.390277777777778","0.377777777777778","0.393055555555556","M04","4","RB-600","J007","M04","Milling","4.67","22","14.2","87","Completed","Moderate Efficiency"
"18/03/2023","0.423611111111111","422143","0.501388888888889","0.423611111111111","0.501388888888889","M04","4","RB-600","J014","M04","Additive","2.33","112","2.01","95","Completed","Optimal Efficiency"
"18/03/2023","0.5","422143","0.582638888888889","0.5","0.582638888888889","M04","4","RB-600","J025","M04","Lathe","1.84","119","5.1","82","Failed","Low Efficiency"
"18/03/2023","0.555555555555556","422143","0.627083333333333","0.564583333333333","0.636111111111111","M04","4","RB-600","J033","M04","Lathe","3.7","103","8.02","80","Delayed","Low Efficiency"
"18/03/2023","0.576388888888889","422143","0.645138888888889","0.574305555555556","0.643055555555556","M04","4","RB-600","J036","M04","Additive","1.76","99","4.72","96","Completed","Low Efficiency"
"18/03/2023","0.347222222222222","422144","0.386111111111111","0.347222222222222","0.386111111111111","M04","4","CO-2L","J003","M04","Additive","2.29","56","11.11","92","Failed","Low Efficiency"
"18/03/2023","0.354166666666667","422144","0.427777777777778","0.357638888888889","0.43125","M04","4","CO-2L","J004","M04","Grinding","1.76","106","12.5","95","Completed","Moderate Efficiency"
"18/03/2023","0.375","422144","0.390277777777778","0.377777777777778","0.393055555555556","M04","4","CO-2L","J007","M04","Milling","4.67","22","14.2","87","Completed","Moderate Efficiency"
"18/03/2023","0.423611111111111","422144","0.501388888888889","0.423611111111111","0.501388888888889","M04","4","CO-2L","J014","M04","Additive","2.33","112","2.01","95","Completed","Optimal Efficiency"
"18/03/2023","0.5","422144","0.582638888888889","0.5","0.582638888888889","M04","4","CO-2L","J025","M04","Lathe","1.84","119","5.1","82","Failed","Low Efficiency"
"18/03/2023","0.555555555555556","422144","0.627083333333333","0.564583333333333","0.636111111111111","M04","4","CO-2L","J033","M04","Lathe","3.7","103","8.02","80","Delayed","Low Efficiency"
"18/03/2023","0.576388888888889","422144","0.645138888888889","0.574305555555556","0.643055555555556","M04","4","CO-2L","J036","M04","Additive","1.76","99","4.72","96","Completed","Low Efficiency"
"18/03/2023","0.368055555555556","422115","0.4375","0.370138888888889","0.439583333333333","M02","2","LE-600","J006","M02","Additive","4.86","100","13.83","86","Completed","Moderate Efficiency"
"18/03/2023","0.388888888888889","422115","0.418055555555556","0.390972222222222","0.420138888888889","M02","2","LE-600","J009","M02","Drilling","3.49","42","8.97","81","Completed","Moderate Efficiency"
"18/03/2023","0.458333333333333","422115","0.494444444444444","0.456944444444444","0.493055555555556","M02","2","LE-600","J019","M02","Milling","4.62","52","3.27","82","Completed","Low Efficiency"
"18/03/2023","0.472222222222222","422115","0.546527777777778","0.46875","0.543055555555556","M02","2","LE-600","J021","M02","Milling","3.95","107","13.73","83","Completed","Low Efficiency"
"18/03/2023","0.493055555555556","422115","0.551388888888889","0.509027777777778","0.567361111111111","M02","2","LE-600","J024","M02","Grinding","1.84","84","8.81","98","Delayed","Low Efficiency"
"18/03/2023","0.527777777777778","422115","0.608333333333333","0.527083333333333","0.607638888888889","M02","2","LE-600","J029","M02","Milling","3.47","116","5.39","91","Completed","Low Efficiency"
"18/03/2023","0.569444444444444","422115","0.602083333333333","0.570138888888889","0.602777777777778","M02","2","LE-600","J035","M02","Drilling","2.05","47","12.12","82","Completed","Moderate Efficiency"
"18/03/2023","0.597222222222222","422115","0.630555555555556","0.597222222222222","0.630555555555556","M02","2","LE-600","J039","M02","Drilling","4.06","48","10.65","86","Failed","Low Efficiency"
"18/03/2023","0.368055555555556","422116","0.4375","0.370138888888889","0.439583333333333","M02","2","LE-600","J006","M02","Additive","4.86","100","13.83","86","Completed","Moderate Efficiency"
"18/03/2023","0.388888888888889","422116","0.418055555555556","0.390972222222222","0.420138888888889","M02","2","LE-600","J009","M02","Drilling","3.49","42","8.97","81","Completed","Moderate Efficiency"
"18/03/2023","0.458333333333333","422116","0.494444444444444","0.456944444444444","0.493055555555556","M02","2","LE-600","J019","M02","Milling","4.62","52","3.27","82","Completed","Low Efficiency"
"18/03/2023","0.472222222222222","422116","0.546527777777778","0.46875","0.543055555555556","M02","2","LE-600","J021","M02","Milling","3.95","107","13.73","83","Completed","Low Efficiency"
